casistica;descrizione_casistica;cosa_fare;url_prodotto;title;categorie_assegnate;primaria_attuale_in_yoast;primaria_da_impostare;percorso_finale_atteso;url_primaria_da_impostare;percorso_visibile_oggi;regola_applicata;note
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-pianta-grassa-sacra-famiglia/;Bomboniera Pianta Grassa Sacra Famiglia | Albalù;Bomboniere Religiose e Sacre | Bomboniere Piante Grasse Personalizzabili;Bomboniere per tema > Bomboniere Religiose e Sacre;Bomboniere Religiose e Sacre;Bomboniere per tema > Bomboniere Religiose e Sacre;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-religiose-sacre/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere con Piante Grasse Vere Confezionate;nessun evento -> tema/tipologia/altro;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-portafoto-battesimo/;Portafoto Bomboniera Battesimo | Albalù;Bomboniere Battesimo Personalizzate | Bomboniere per tema | Bomboniere Portafoto Personalizzabili;Bomboniere Battesimo Personalizzate;Bomboniere Battesimo Personalizzate;Bomboniere e Confettate Nascita e Battesimo > Bomboniere Battesimo Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-nascita-battesimo/bomboniere-nascita-e-battesimo/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Portafoto Personalizzabili;evento singolo (Battesimo) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-portafoto-cresima/;Portafoto Bomboniera Cresima | Albalù;Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere per tema | Bomboniere Portafoto Personalizzabili;Bomboniere Cresima Personalizzate, Utili e Moderne;Bomboniere Cresima Personalizzate, Utili e Moderne;Bomboniere e Confettate Cresima > Bomboniere Cresima Personalizzate, Utili e Moderne;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-cresima/bomboniere-cresima/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Portafoto Personalizzabili;evento singolo (Cresima) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-profumatore-25-anni-nozze-argento/;"Bomboniera Profumatore 25 Anni Nozze d&#039;Argento | Albalù";"Bomboniere 25 Anni di Matrimonio Nozze d&#039;Argento | Bomboniere Anniversario di Matrimonio Utili e Personalizzate";Bomboniere 25 Anni di Matrimonio Nozze d'Argento;"Bomboniere 25 Anni di Matrimonio Nozze d&#039;Argento";"Bomboniere e Confettate Anniversario > Bomboniere 25 Anni di Matrimonio Nozze d&#039;Argento";https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-anniversario/bomboniere-25-anni-matrimonio/;Bomboniere Anniversario di Matrimonio Utili e Personalizzate;evento singolo (Anniversario) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-profumatore-50-anni-nozze-oro/;"Bomboniera Profumatore 50 Anni Nozze d&#039;Oro | Albalù";"Bomboniere 50 Anni di Matrimonio Nozze d&#039;Oro | Bomboniere Anniversario di Matrimonio Utili e Personalizzate";Bomboniere 50 Anni di Matrimonio Nozze d'Oro;"Bomboniere 50 Anni di Matrimonio Nozze d&#039;Oro";"Bomboniere e Confettate Anniversario > Bomboniere 50 Anni di Matrimonio Nozze d&#039;Oro";https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-anniversario/bomboniere-50-anni-matrimonio/;Bomboniere Anniversario di Matrimonio Utili e Personalizzate;evento singolo (Anniversario) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-profumatore-albero-vita-frase-motivazionale/;Bomboniera Profumatore Albero Vita Frase | Albalu;Bomboniere Albero della Vita | Bomboniere Profumatori Ambienti Personalizzati;Bomboniere per tema > Bomboniere Albero della Vita: Simbolo di amore e radici;Bomboniere Albero della Vita;Bomboniere per tema > Bomboniere Albero della Vita;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-albero-della-vita-simbolo-di-amore-e-radici/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Profumatori Ambienti Personalizzati;nessun evento -> tema/tipologia/altro;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-profumatore-albero-vita-frasi/;Bomboniera Profumatore Albero della Vita | Albalu;Bomboniere Albero della Vita | Bomboniere Profumatori Ambienti Personalizzati;Bomboniere per tema > Bomboniere Albero della Vita: Simbolo di amore e radici;Bomboniere Albero della Vita;Bomboniere per tema > Bomboniere Albero della Vita;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-albero-della-vita-simbolo-di-amore-e-radici/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Profumatori Ambienti Personalizzati;nessun evento -> tema/tipologia/altro;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-profumatore-battesimo-e-nascita-albero-della-vita-in-legno-con-applicazioni/;Bomboniera Profumatore Battesimo e Nascita Albero della Vita;Bomboniere Battesimo Personalizzate | Bomboniere Profumatori Ambienti Personalizzati;Bomboniere Battesimo Personalizzate;Bomboniere Battesimo Personalizzate;Bomboniere e Confettate Nascita e Battesimo > Bomboniere Battesimo Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-nascita-battesimo/bomboniere-nascita-e-battesimo/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Profumatori Ambienti Personalizzati;evento singolo (Battesimo) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-profumatore-bimba-comunione/;Profumatore Comunione Bambina per Ambiente | Albalù;Bomboniere per Comunione da Bambina | Bomboniere per tema | Bomboniere Profumatori Ambienti Personalizzati;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;Bomboniere per Comunione da Bambina;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambina/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Profumatori Ambienti Personalizzati;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-profumatore-bimbo-comunione/;Profumatore Bomboniera Comunione Maschio | Albalù;Bomboniere Comunione Maschio | Bomboniere Profumatori Ambienti Personalizzati;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Profumatori Ambienti Personalizzati;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-profumatore-comunione-albero-della-vita-in-resina-con-applicazione-calice-eucarestia/;Bomboniera Profumatore Comunione Albero della vita in Resina;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Profumatori Ambienti Personalizzati;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Profumatori Ambienti Personalizzati;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-profumatore-comunione-con-calice-in-legno-e-cuore-in-resina/;Bomboniera Profumatore Comunione Con Calice e Cuore in Resina;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Religiose e Sacre;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/;Bomboniere per tema > Bomboniere Religiose e Sacre;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-profumatore-comunione-in-legno-a-tema-albero-della-vita-con-applicazione/;Bomboniera Profumatore Albero della Vita Comunione;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Profumatori Ambienti Personalizzati;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Profumatori Ambienti Personalizzati;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-profumatore-comunione/;Bomboniera Profumatore Comunione Personalizzabile | Albalù;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere per tema | Bomboniere Profumatori Ambienti Personalizzati;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Profumatori Ambienti Personalizzati;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-profumatore-con-orso/;Bomboniera Profumatore con Orso;Bomboniere Battesimo Personalizzate | Bomboniere tema animali per ogni occasione | Bomboniere Profumatori Ambienti Personalizzati;Bomboniere Battesimo Personalizzate;Bomboniere Battesimo Personalizzate;Bomboniere e Confettate Nascita e Battesimo > Bomboniere Battesimo Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-nascita-battesimo/bomboniere-nascita-e-battesimo/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Profumatori Ambienti Personalizzati;evento singolo (Battesimo) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-profumatore-cuore-albero-vita/;Bomboniera Profumatore Cuore Albero Vita | Albalu;Bomboniere Albero della Vita | Bomboniere Profumatori Ambienti Personalizzati;Bomboniere per tema > Bomboniere Albero della Vita: Simbolo di amore e radici;Bomboniere Albero della Vita;Bomboniere per tema > Bomboniere Albero della Vita;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-albero-della-vita-simbolo-di-amore-e-radici/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Profumatori Ambienti Personalizzati;nessun evento -> tema/tipologia/altro;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-profumatore-vetro-con-applicazioni-in-legno-sagomato-bianco/;Profumatore con Applicazioni in Legno | Albalù;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere Matrimonio Eleganti, Utili e Originali | Bomboniere Battesimo Personalizzate;Bomboniere Battesimo Personalizzate;Bomboniere Battesimo Personalizzate;Bomboniere e Confettate Nascita e Battesimo > Bomboniere Battesimo Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-nascita-battesimo/bomboniere-nascita-e-battesimo/;Bomboniere Matrimonio Eleganti, Utili e Originali;multievento (Battesimo, Comunione, Cresima, Matrimonio) -> tema/tipologia;multievento senza categoria tema/tipologia assegnata: valutare di assegnarne una
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-quadretto-cresima-sacro-in-gres-porcellanato-da-muro-e-appoggio/;Bomboniera Quadretto Cresima in Gres Porcellanato;Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere Religiose e Sacre;Bomboniere Cresima Personalizzate, Utili e Moderne;Bomboniere Cresima Personalizzate, Utili e Moderne;Bomboniere e Confettate Cresima > Bomboniere Cresima Personalizzate, Utili e Moderne;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-cresima/bomboniere-cresima/;Bomboniere per tema > Bomboniere Religiose e Sacre;evento singolo (Cresima) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-segnalibro-aeroplanino-anniversario/;Segnalibro Anniversario Aeroplanino | Albalù;"Bomboniere 25 Anni di Matrimonio Nozze d&#039;Argento | Bomboniere 50 Anni di Matrimonio Nozze d&#039;Oro | Bomboniere Anniversario di Matrimonio Utili e Personalizzate";Bomboniere 25 Anni di Matrimonio Nozze d'Argento;"Bomboniere 25 Anni di Matrimonio Nozze d&#039;Argento";"Bomboniere e Confettate Anniversario > Bomboniere 25 Anni di Matrimonio Nozze d&#039;Argento";https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-anniversario/bomboniere-25-anni-matrimonio/;Bomboniere Anniversario di Matrimonio Utili e Personalizzate;evento singolo (Anniversario) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-segnalibro-aeroplanino-comunione/;Segnalibro Comunione Aeroplanino | Albalù;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-segnalibro-albero-della-vita-anniversario/;Segnalibro Anniversario Albero della Vita | Albalù;"Bomboniere 25 Anni di Matrimonio Nozze d&#039;Argento | Bomboniere 50 Anni di Matrimonio Nozze d&#039;Oro | Bomboniere Anniversario di Matrimonio Utili e Personalizzate";Bomboniere 25 Anni di Matrimonio Nozze d'Argento;"Bomboniere 25 Anni di Matrimonio Nozze d&#039;Argento";"Bomboniere e Confettate Anniversario > Bomboniere 25 Anni di Matrimonio Nozze d&#039;Argento";https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-anniversario/bomboniere-25-anni-matrimonio/;Bomboniere Anniversario di Matrimonio Utili e Personalizzate;evento singolo (Anniversario) -> categoria evento;
